job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,,salary_range
AI07686,Principal Data Scientist,59751,USD,EN,CT,Australia,S,Australia,50,"Computer Vision, Python, AWS, Statistics, Tableau",Bachelor,0,Retail,3/9/2024,2/11/2024,630,6.3,Cognitive Computing,,30Ð60k
AI07702,ML Ops Engineer,59534,USD,EN,FT,Australia,L,Australia,50,"Scala, SQL, NLP",Master,0,Transportation,20/12/2024,29/1/2025,1673,6.4,DataVision Ltd,,30Ð60k
AI07745,Head of AI,165406,USD,EX,FL,Australia,M,Netherlands,0,"Hadoop, Docker, Spark, Deep Learning",PhD,13,Gaming,5/3/2024,16/5/2024,2387,6,DataVision Ltd,,160Ð200k
AI07766,ML Ops Engineer,277034,USD,EX,CT,Australia,L,Australia,100,"Kubernetes, Computer Vision, MLOps, SQL",Bachelor,12,Technology,7/3/2024,13/5/2024,2070,9.9,Advanced Robotics,,250Ð300k
AI07816,AI Consultant,247644,USD,EX,PT,Australia,L,Australia,50,"Scala, GCP, Python",Associate,12,Retail,11/3/2024,26/4/2024,2197,6.6,Predictive Systems,,200Ð250k
AI07881,Head of AI,74833,USD,EN,PT,Australia,L,Australia,50,"Python, Scala, Java, TensorFlow, Spark",PhD,0,Healthcare,13/4/2024,14/5/2024,726,8.1,DeepTech Ventures,,60Ð90k
AI07885,Data Engineer,110512,USD,SE,PT,Australia,S,Austria,50,"PyTorch, MLOps, SQL",Master,6,Transportation,26/2/2024,1/4/2024,1305,5.6,Future Systems,,90Ð120k
AI07888,AI Product Manager,237987,USD,EX,FT,Australia,M,Australia,100,"Computer Vision, GCP, Statistics",PhD,15,Manufacturing,27/4/2025,27/5/2025,1761,7.7,Advanced Robotics,,200Ð250k
AI07901,Data Engineer,134512,USD,SE,CT,Australia,L,Australia,50,"NLP, R, Linux, Docker",Associate,9,Technology,16/1/2025,19/2/2025,2141,8.2,TechCorp Inc,,120Ð160k
AI07908,Deep Learning Engineer,153523,USD,EX,FT,Australia,M,Australia,100,"Spark, Python, Kubernetes",Master,19,Healthcare,16/7/2024,23/9/2024,2353,8.6,Future Systems,,120Ð160k
AI07909,Research Scientist,146036,USD,SE,CT,Australia,L,Australia,0,"Python, AWS, Deep Learning, Hadoop, Azure",PhD,8,Technology,22/4/2024,11/6/2024,762,5.7,Digital Transformation LLC,,120Ð160k
AI07911,Data Analyst,186956,USD,EX,FL,Australia,M,Australia,100,"PyTorch, TensorFlow, MLOps, GCP",Associate,16,Transportation,15/2/2024,19/4/2024,2328,8.1,Predictive Systems,,160Ð200k
AI07913,ML Ops Engineer,70587,USD,EN,FT,Australia,M,Australia,0,"TensorFlow, NLP, Tableau, Computer Vision, Data Visualization",PhD,1,Technology,27/8/2024,17/10/2024,938,9.9,Autonomous Tech,,60Ð90k
AI07915,NLP Engineer,74285,USD,MI,FT,Australia,M,Australia,100,"PyTorch, Computer Vision, TensorFlow, Azure",Master,2,Government,3/12/2024,30/1/2025,1653,9.7,Predictive Systems,,60Ð90k
AI07938,Data Analyst,72171,USD,MI,CT,Australia,S,Australia,50,"PyTorch, TensorFlow, Computer Vision, Data Visualization, GCP",Associate,2,Transportation,17/8/2024,25/10/2024,1840,9.4,DataVision Ltd,,60Ð90k
AI07950,Robotics Engineer,61777,USD,EN,CT,Australia,M,Australia,0,"Statistics, Java, MLOps, Tableau, SQL",Bachelor,0,Retail,16/8/2024,10/9/2024,1348,6.8,Autonomous Tech,,60Ð90k
AI07966,Robotics Engineer,133631,USD,SE,FT,Australia,L,Australia,0,"MLOps, Java, Hadoop, Statistics",Master,6,Technology,8/6/2024,6/8/2024,2056,9.3,Algorithmic Solutions,,120Ð160k
AI07973,Principal Data Scientist,84851,USD,MI,FT,Australia,S,Australia,100,"Hadoop, Python, Linux, Git, Kubernetes",Master,2,Gaming,14/2/2025,15/3/2025,694,8.5,DataVision Ltd,,60Ð90k
AI07979,NLP Engineer,119425,USD,SE,FL,Australia,M,Sweden,100,"PyTorch, SQL, Tableau, Hadoop, NLP",Bachelor,6,Real Estate,9/10/2024,2/12/2024,850,8.7,AI Innovations,,90Ð120k
AI08070,Data Scientist,86738,USD,EN,FT,Australia,L,United States,100,"Python, Java, R, Spark",Associate,0,Gaming,29/4/2025,24/5/2025,2455,5.5,Machine Intelligence Group,,60Ð90k
AI08082,ML Ops Engineer,90201,USD,EN,CT,Australia,L,South Korea,0,"PyTorch, Deep Learning, MLOps",Associate,1,Gaming,13/3/2025,2/4/2025,1961,9.5,Cloud AI Solutions,,90Ð120k
AI08090,ML Ops Engineer,189488,USD,EX,CT,Australia,M,Australia,100,"GCP, PyTorch, TensorFlow, MLOps",PhD,16,Automotive,14/11/2024,8/1/2025,809,6,AI Innovations,,160Ð200k
AI08119,AI Software Engineer,90988,USD,MI,PT,Australia,L,Australia,50,"SQL, Kubernetes, TensorFlow, Hadoop, Java",PhD,4,Manufacturing,4/8/2024,5/9/2024,1074,7.8,Predictive Systems,,90Ð120k
AI08127,Principal Data Scientist,114466,USD,MI,FL,Australia,L,Australia,0,"MLOps, R, SQL, Java, Linux",Bachelor,2,Finance,22/12/2024,14/1/2025,2424,5.6,Predictive Systems,,90Ð120k
AI08137,Data Engineer,47095,USD,EN,FL,Australia,S,Australia,50,"Spark, Linux, Statistics, Scala, PyTorch",PhD,1,Real Estate,6/9/2024,28/10/2024,2446,7.5,Digital Transformation LLC,,30Ð60k
AI08184,Principal Data Scientist,49748,USD,EN,PT,Australia,S,Australia,0,"R, Deep Learning, Hadoop, Kubernetes",Master,0,Gaming,3/6/2024,10/8/2024,2487,7.1,Neural Networks Co,,30Ð60k
AI08246,AI Product Manager,70025,USD,EN,FL,Australia,L,Denmark,0,"Data Visualization, Computer Vision, Docker, NLP",Associate,1,Telecommunications,27/3/2024,27/5/2024,531,7.9,Advanced Robotics,,60Ð90k
AI08305,Data Analyst,47052,USD,EN,CT,Australia,S,Australia,0,"PyTorch, Mathematics, Deep Learning, Git",PhD,0,Gaming,20/12/2024,20/1/2025,1773,5.8,Quantum Computing Inc,,30Ð60k
AI08306,Robotics Engineer,111198,USD,SE,FT,Australia,M,Australia,50,"SQL, Data Visualization, TensorFlow",PhD,7,Technology,18/4/2025,18/6/2025,510,5.1,Machine Intelligence Group,,90Ð120k
AI08396,AI Consultant,71217,USD,EN,PT,Australia,L,Australia,100,"Statistics, Scala, MLOps, Spark",PhD,1,Telecommunications,14/11/2024,17/12/2024,1479,10,Algorithmic Solutions,,60Ð90k
AI08444,NLP Engineer,140277,USD,EX,PT,Australia,M,Japan,50,"Java, SQL, Git, Mathematics",Bachelor,14,Automotive,5/6/2024,28/7/2024,2072,8.5,DeepTech Ventures,,120Ð160k
AI08507,Autonomous Systems Engineer,50658,USD,EN,FT,Australia,S,Singapore,100,"Computer Vision, SQL, R",Master,0,Manufacturing,27/2/2025,22/4/2025,1518,7.7,Advanced Robotics,,30Ð60k
AI08527,ML Ops Engineer,102204,USD,MI,FL,Australia,M,Australia,100,"R, Python, Mathematics",Bachelor,3,Manufacturing,20/1/2025,30/3/2025,2384,8.3,Cloud AI Solutions,,90Ð120k
AI08581,AI Architect,108405,USD,MI,PT,Australia,M,Finland,50,"Tableau, Docker, Kubernetes, Statistics",Associate,2,Healthcare,30/6/2024,28/7/2024,1423,5.6,Quantum Computing Inc,,90Ð120k
AI08600,Computer Vision Engineer,50098,USD,EN,PT,Australia,S,Australia,50,"Python, SQL, Kubernetes, NLP",Associate,0,Retail,24/5/2024,4/8/2024,1460,9.4,Advanced Robotics,,30Ð60k
AI08638,AI Research Scientist,81711,USD,MI,FL,Australia,S,Australia,100,"R, SQL, Tableau, NLP",PhD,4,Technology,29/4/2025,4/7/2025,2264,7.9,Cognitive Computing,,60Ð90k
AI08639,AI Product Manager,185293,USD,EX,CT,Australia,L,Australia,50,"SQL, Tableau, Git",Master,11,Technology,18/11/2024,23/12/2024,1808,5.2,Autonomous Tech,,160Ð200k
AI08642,Deep Learning Engineer,74353,USD,EN,CT,Australia,M,South Korea,50,"SQL, Linux, Computer Vision, Scala",Bachelor,1,Retail,2/1/2025,9/2/2025,1699,9.4,Advanced Robotics,,60Ð90k
AI08655,Machine Learning Researcher,82719,USD,EN,CT,Australia,L,Australia,0,"PyTorch, Statistics, Scala, MLOps",Master,0,Real Estate,21/1/2025,29/3/2025,1929,7.6,Quantum Computing Inc,,60Ð90k
AI08662,Principal Data Scientist,214876,USD,EX,FL,Australia,M,Australia,0,"R, Scala, Azure, Tableau",Bachelor,16,Energy,27/11/2024,11/12/2024,1284,8.9,Cognitive Computing,,200Ð250k
AI08674,Computer Vision Engineer,175720,USD,SE,FT,Australia,L,Australia,0,"Mathematics, Python, Spark",Associate,7,Technology,13/7/2024,16/8/2024,1160,6.3,Machine Intelligence Group,,160Ð200k
AI08680,AI Consultant,155124,USD,EX,PT,Australia,M,Australia,50,"TensorFlow, PyTorch, Kubernetes",Associate,18,Energy,22/9/2024,20/11/2024,691,8.4,TechCorp Inc,,120Ð160k
AI08726,Data Analyst,189575,USD,EX,FT,Australia,L,Australia,0,"AWS, Data Visualization, Deep Learning",Master,19,Real Estate,30/4/2024,30/5/2024,1959,8.4,Cognitive Computing,,160Ð200k
AI08784,Machine Learning Researcher,93797,USD,MI,FT,Australia,M,Australia,100,"Git, SQL, Scala, GCP",Associate,4,Retail,24/1/2024,20/2/2024,796,7.5,DataVision Ltd,,90Ð120k
AI08792,Data Engineer,75147,USD,EN,PT,Australia,M,Austria,50,"Hadoop, Linux, NLP, SQL, TensorFlow",PhD,1,Government,9/10/2024,26/11/2024,1545,6.8,AI Innovations,,60Ð90k
AI08822,AI Specialist,130625,USD,SE,FL,Australia,L,Australia,50,"GCP, Kubernetes, Azure, Hadoop",PhD,6,Gaming,11/9/2024,23/10/2024,595,9,Quantum Computing Inc,,120Ð160k
AI08867,Robotics Engineer,87302,USD,MI,CT,Australia,M,United States,0,"SQL, Tableau, R",PhD,4,Real Estate,7/2/2024,10/3/2024,1185,8.9,Quantum Computing Inc,,60Ð90k
AI08912,AI Research Scientist,75646,USD,EN,PT,Australia,L,Australia,100,"TensorFlow, Mathematics, NLP, PyTorch, Python",Bachelor,0,Real Estate,13/4/2024,5/5/2024,824,7.6,Advanced Robotics,,60Ð90k
AI08924,Research Scientist,104005,USD,MI,CT,Australia,M,Switzerland,100,"Python, Scala, Spark",Bachelor,2,Transportation,28/1/2024,9/3/2024,2179,5.8,Cloud AI Solutions,,90Ð120k
AI08964,Machine Learning Researcher,79049,USD,MI,FL,Australia,S,Australia,100,"NLP, Kubernetes, Azure",Bachelor,2,Gaming,26/1/2025,29/3/2025,977,9.7,Advanced Robotics,,60Ð90k
AI08977,Principal Data Scientist,66942,USD,MI,PT,Australia,S,Australia,50,"SQL, NLP, PyTorch, Linux",Master,4,Retail,25/9/2024,25/11/2024,1188,9.3,Future Systems,,60Ð90k
AI08981,AI Consultant,144793,USD,EX,CT,Australia,M,Japan,100,"Computer Vision, GCP, Statistics",Associate,12,Technology,19/7/2024,1/9/2024,1836,8,DeepTech Ventures,,120Ð160k
AI09005,Machine Learning Researcher,166619,USD,EX,FL,Australia,M,Australia,50,"Linux, MLOps, AWS, Spark, Statistics",Bachelor,14,Finance,1/1/2025,28/1/2025,2272,9.9,DataVision Ltd,,160Ð200k
AI09018,NLP Engineer,62850,USD,EN,FT,Australia,M,Germany,100,"TensorFlow, Kubernetes, Computer Vision",Associate,0,Technology,26/1/2025,18/2/2025,2266,8.6,TechCorp Inc,,60Ð90k
AI09022,Robotics Engineer,62909,USD,EN,FL,Australia,M,Australia,50,"Azure, Kubernetes, Docker, Tableau, Linux",Associate,1,Energy,7/12/2024,9/2/2025,1334,10,Smart Analytics,,60Ð90k
AI09031,Machine Learning Researcher,79436,USD,MI,FT,Australia,M,Australia,100,"Hadoop, Linux, PyTorch",Associate,4,Technology,4/12/2024,3/1/2025,892,8,Algorithmic Solutions,,60Ð90k
AI09048,AI Architect,202498,USD,EX,FL,Australia,S,Australia,100,"R, Data Visualization, Git, Deep Learning, GCP",Associate,16,Media,2/12/2024,10/1/2025,1957,7.5,Cloud AI Solutions,,200Ð250k
AI09053,Data Engineer,110055,USD,MI,CT,Australia,L,United Kingdom,100,"Azure, Git, Data Visualization",PhD,4,Technology,8/2/2024,12/4/2024,880,8.3,Autonomous Tech,,90Ð120k
AI09072,Principal Data Scientist,121675,USD,SE,PT,Australia,S,Netherlands,0,"Mathematics, Azure, Deep Learning",Bachelor,6,Energy,10/5/2024,28/5/2024,544,9.1,TechCorp Inc,,120Ð160k
AI09091,Robotics Engineer,88809,USD,MI,FT,Australia,L,Australia,0,"R, Java, Python, Deep Learning, TensorFlow",Bachelor,4,Telecommunications,2/7/2024,20/8/2024,1811,5.2,Neural Networks Co,,60Ð90k
AI09161,Principal Data Scientist,137826,USD,SE,PT,Australia,M,Sweden,0,"R, Scala, Java, Data Visualization",Bachelor,9,Consulting,20/3/2025,27/4/2025,565,6.3,Cloud AI Solutions,,120Ð160k
AI09215,NLP Engineer,88157,USD,MI,PT,Australia,S,Australia,100,"Hadoop, Deep Learning, MLOps",PhD,4,Gaming,10/12/2024,21/1/2025,1783,7.6,Machine Intelligence Group,,60Ð90k
AI09242,ML Ops Engineer,139052,USD,EX,PT,Australia,S,Australia,50,"Hadoop, Python, Scala",Bachelor,12,Finance,10/1/2025,28/2/2025,1528,6.5,Machine Intelligence Group,,120Ð160k
AI09267,Robotics Engineer,214441,USD,EX,CT,Australia,S,Australia,50,"Python, TensorFlow, Docker, Deep Learning",Bachelor,12,Transportation,14/2/2025,18/3/2025,515,8.9,Predictive Systems,,200Ð250k
AI09296,Computer Vision Engineer,67305,USD,EN,PT,Australia,M,Australia,100,"Git, Tableau, R",PhD,1,Technology,18/8/2024,30/9/2024,1686,5.6,Smart Analytics,,60Ð90k
AI09313,Autonomous Systems Engineer,92151,USD,MI,CT,Australia,S,Singapore,100,"Linux, PyTorch, Spark, TensorFlow, Mathematics",PhD,2,Media,17/12/2024,9/2/2025,2357,5.8,Algorithmic Solutions,,90Ð120k
AI09330,Machine Learning Engineer,74060,USD,MI,FL,Australia,S,Australia,0,"SQL, Linux, Docker",Bachelor,2,Retail,4/9/2024,9/11/2024,896,9.8,Neural Networks Co,,60Ð90k
AI09340,Head of AI,75264,USD,EN,FL,Australia,M,Canada,50,"GCP, Python, Tableau, MLOps, Deep Learning",PhD,1,Healthcare,24/1/2025,13/2/2025,762,5.8,Predictive Systems,,60Ð90k
AI09344,AI Architect,61033,USD,EN,CT,Australia,M,Australia,100,"R, GCP, Kubernetes",Bachelor,1,Media,22/10/2024,26/12/2024,1694,7.2,Autonomous Tech,,60Ð90k
AI09346,AI Product Manager,87954,USD,MI,CT,Australia,L,Australia,50,"Linux, Deep Learning, Tableau, PyTorch",Master,3,Telecommunications,24/2/2025,15/3/2025,2317,5.7,Predictive Systems,,60Ð90k
AI09348,Autonomous Systems Engineer,62759,USD,EN,CT,Australia,L,India,100,"Python, AWS, Azure, NLP",Associate,1,Automotive,4/1/2025,16/3/2025,1079,8.2,Neural Networks Co,,60Ð90k
AI09359,Robotics Engineer,226814,USD,EX,CT,Australia,L,Australia,100,"Data Visualization, Computer Vision, Java, Hadoop, Spark",Associate,14,Telecommunications,23/1/2024,17/3/2024,558,9.9,Future Systems,,200Ð250k
AI09366,AI Architect,231943,USD,EX,PT,Australia,L,Australia,50,"Git, SQL, MLOps",PhD,15,Technology,5/2/2025,15/3/2025,1675,6,Algorithmic Solutions,,200Ð250k
AI09377,Data Engineer,115632,USD,SE,FL,Australia,M,Australia,0,"Kubernetes, PyTorch, Tableau, Java, Computer Vision",Master,6,Healthcare,13/7/2024,21/8/2024,735,6.7,Cognitive Computing,,90Ð120k
AI09381,Robotics Engineer,70979,USD,MI,FL,Australia,S,Switzerland,50,"R, TensorFlow, Azure, AWS",Associate,3,Retail,6/11/2024,7/1/2025,1572,8.3,Advanced Robotics,,60Ð90k
AI09433,Data Scientist,131039,USD,EX,PT,Australia,S,Australia,50,"Git, Java, Python, TensorFlow, Deep Learning",Master,16,Telecommunications,18/1/2025,1/3/2025,1716,9.9,Quantum Computing Inc,,120Ð160k
AI09435,NLP Engineer,73729,USD,EN,FL,Australia,L,United States,100,"Docker, Kubernetes, Hadoop, Linux",Master,1,Retail,5/4/2024,12/5/2024,1864,6,Predictive Systems,,60Ð90k
AI09436,AI Research Scientist,122975,USD,EX,PT,Australia,S,United Kingdom,0,"Hadoop, Spark, Python, Docker, Statistics",PhD,16,Energy,4/1/2025,26/1/2025,1631,7.3,AI Innovations,,120Ð160k
AI09476,Research Scientist,186704,USD,EX,FL,Australia,M,Australia,50,"Mathematics, Scala, Docker, MLOps",PhD,18,Automotive,13/9/2024,15/11/2024,2285,6.8,Advanced Robotics,,160Ð200k
AI09496,AI Software Engineer,116787,USD,MI,FT,Australia,L,Australia,50,"Deep Learning, Java, Scala, Statistics",Master,2,Transportation,28/8/2024,5/11/2024,2181,7.6,Neural Networks Co,,90Ð120k
AI09513,Principal Data Scientist,74053,USD,EN,FT,Australia,M,China,0,"Spark, Statistics, Scala",Master,0,Gaming,17/2/2024,19/4/2024,1637,8.9,Quantum Computing Inc,,60Ð90k
AI09539,Data Analyst,101088,USD,MI,CT,Australia,M,Australia,0,"Python, Scala, Azure",PhD,4,Education,26/9/2024,30/10/2024,807,5.8,Quantum Computing Inc,,90Ð120k
AI09560,Machine Learning Researcher,165271,USD,EX,FL,Australia,M,Australia,100,"PyTorch, Git, Azure, Spark, Computer Vision",Master,13,Transportation,4/1/2025,2/2/2025,1358,7.5,Machine Intelligence Group,,160Ð200k
AI09578,NLP Engineer,252153,USD,EX,CT,Australia,L,Australia,50,"Java, Git, Tableau, Data Visualization, TensorFlow",Associate,19,Government,17/10/2024,5/11/2024,1855,9,Advanced Robotics,,250Ð300k
AI09588,Data Scientist,123217,USD,EX,FT,Australia,S,Australia,0,"Scala, PyTorch, Kubernetes, Data Visualization, Hadoop",Master,18,Consulting,20/1/2025,16/3/2025,1870,8.4,Future Systems,,120Ð160k
AI09590,Research Scientist,96927,USD,SE,FT,Australia,S,Australia,100,"Statistics, SQL, Azure, AWS",Bachelor,6,Government,24/10/2024,29/11/2024,1591,9.8,Smart Analytics,,90Ð120k
AI09616,NLP Engineer,151915,USD,SE,FL,Australia,M,Australia,100,"NLP, GCP, Hadoop",Master,9,Gaming,4/12/2024,20/12/2024,532,9.4,TechCorp Inc,,120Ð160k
AI09657,NLP Engineer,126699,USD,SE,CT,Australia,L,Australia,0,"Mathematics, Scala, Hadoop, Kubernetes",Bachelor,7,Education,11/9/2024,15/10/2024,1548,6,DeepTech Ventures,,120Ð160k
AI09695,Data Engineer,87133,USD,MI,FL,Australia,L,Australia,50,"Spark, Azure, Hadoop, Kubernetes, Statistics",Associate,2,Technology,15/1/2025,12/3/2025,1893,6.7,AI Innovations,,60Ð90k
AI09706,AI Product Manager,79465,USD,EN,PT,Australia,M,Australia,0,"Java, Computer Vision, Data Visualization",Master,1,Healthcare,9/3/2024,28/4/2024,1990,6.1,Cloud AI Solutions,,60Ð90k
AI09711,Machine Learning Researcher,91909,USD,EN,CT,Australia,L,Australia,0,"Statistics, GCP, AWS, Kubernetes, SQL",Associate,1,Consulting,13/8/2024,15/10/2024,1040,8.1,Machine Intelligence Group,,90Ð120k
AI09729,Deep Learning Engineer,100117,USD,SE,CT,Australia,S,Australia,100,"Data Visualization, Computer Vision, Spark",Associate,7,Government,31/5/2024,11/7/2024,960,5.4,DeepTech Ventures,,90Ð120k
AI09743,AI Specialist,115922,USD,SE,FL,Australia,M,Australia,50,"AWS, Linux, Git, Scala, MLOps",PhD,5,Healthcare,11/5/2024,16/6/2024,1505,7.2,Cloud AI Solutions,,90Ð120k
AI09758,Robotics Engineer,66442,USD,EN,FT,Australia,L,Australia,50,"Kubernetes, Mathematics, Java",PhD,0,Finance,8/2/2025,26/3/2025,513,5,Future Systems,,60Ð90k
AI09760,Deep Learning Engineer,54078,USD,EN,CT,Australia,M,Australia,100,"Python, GCP, R, Kubernetes, AWS",Master,1,Manufacturing,12/7/2024,19/9/2024,1341,8.1,Cognitive Computing,,30Ð60k
AI09761,AI Product Manager,127930,USD,SE,PT,Australia,S,Australia,0,"Python, TensorFlow, Scala, Docker",Associate,5,Gaming,8/2/2024,8/4/2024,1446,8.7,Digital Transformation LLC,,120Ð160k
AI09762,Data Scientist,107172,USD,MI,PT,Australia,M,Australia,50,"Python, Java, SQL, GCP",Master,3,Gaming,16/4/2025,6/5/2025,818,5.5,Smart Analytics,,90Ð120k
AI09784,AI Specialist,73118,USD,MI,FL,Australia,S,Australia,50,"Kubernetes, NLP, Java, Data Visualization, Computer Vision",Master,2,Retail,7/9/2024,24/9/2024,964,7.7,AI Innovations,,60Ð90k
AI09817,Machine Learning Researcher,179329,USD,EX,PT,Australia,M,Australia,100,"Python, TensorFlow, MLOps",Master,15,Telecommunications,9/6/2024,25/6/2024,1194,5.6,AI Innovations,,160Ð200k
AI09821,Data Engineer,154703,USD,SE,FL,Australia,L,Australia,50,"Kubernetes, Azure, Git",Bachelor,8,Media,30/1/2025,19/3/2025,1122,5.7,Future Systems,,120Ð160k
AI09829,Deep Learning Engineer,72094,USD,MI,FL,Australia,S,Australia,100,"Git, Hadoop, Data Visualization, R, Computer Vision",PhD,2,Government,13/9/2024,25/10/2024,1345,7,DataVision Ltd,,60Ð90k
AI09836,Data Analyst,82065,USD,MI,FL,Australia,S,Australia,0,"Statistics, NLP, R, Git",Bachelor,4,Government,27/10/2024,7/1/2025,1894,7.2,TechCorp Inc,,60Ð90k
AI09838,AI Architect,164443,USD,SE,CT,Australia,L,Australia,100,"Kubernetes, Deep Learning, Git, Data Visualization",PhD,7,Energy,7/5/2024,3/7/2024,592,9,Autonomous Tech,,160Ð200k
AI09855,Robotics Engineer,145802,USD,EX,CT,Australia,S,Australia,100,"PyTorch, Tableau, Data Visualization",Master,11,Energy,4/1/2025,7/3/2025,626,8.4,Cloud AI Solutions,,120Ð160k
AI09859,Data Engineer,91813,USD,SE,PT,Australia,S,Australia,0,"PyTorch, Data Visualization, Git, Statistics, TensorFlow",Master,6,Media,14/6/2024,23/7/2024,966,8.7,DeepTech Ventures,,90Ð120k
AI09872,AI Specialist,143043,USD,SE,FL,Australia,M,Australia,0,"Azure, Java, NLP, Git, PyTorch",Associate,8,Technology,8/10/2024,28/11/2024,1330,7.9,AI Innovations,,120Ð160k
AI09909,Deep Learning Engineer,138972,USD,SE,CT,Australia,L,Australia,50,"Computer Vision, GCP, Azure",PhD,9,Transportation,1/6/2024,10/8/2024,2315,5.4,Machine Intelligence Group,,120Ð160k
AI09955,Machine Learning Researcher,85163,USD,MI,FL,Australia,M,Australia,100,"Scala, SQL, Docker, PyTorch, TensorFlow",Associate,2,Real Estate,15/12/2024,25/2/2025,1560,8.7,DeepTech Ventures,,60Ð90k
AI09982,AI Research Scientist,94606,USD,MI,CT,Australia,S,Australia,0,"Data Visualization, R, Java",Master,3,Finance,31/3/2025,14/5/2025,2267,6.1,Autonomous Tech,,90Ð120k
AI09985,AI Research Scientist,93109,USD,MI,FL,Australia,M,Australia,0,"TensorFlow, Spark, Azure, Scala, NLP",PhD,4,Automotive,14/1/2025,6/2/2025,613,9,AI Innovations,,90Ð120k
AI10054,Data Scientist,87537,USD,MI,FT,Australia,M,United States,0,"Git, Computer Vision, Tableau",Master,2,Technology,17/2/2025,15/4/2025,1067,9.5,Advanced Robotics,,60Ð90k
AI10083,AI Research Scientist,222511,USD,EX,FL,Australia,S,Denmark,50,"Tableau, Scala, Python",PhD,10,Automotive,10/1/2024,1/2/2024,1141,6.5,Digital Transformation LLC,,200Ð250k
AI10094,Machine Learning Researcher,167215,USD,SE,CT,Australia,L,United States,100,"Python, GCP, Deep Learning, TensorFlow",Associate,9,Technology,22/7/2024,4/9/2024,2282,9.3,Smart Analytics,,160Ð200k
AI10107,Head of AI,107870,USD,MI,PT,Australia,M,Australia,0,"Azure, NLP, Docker",PhD,2,Transportation,1/10/2024,30/10/2024,2381,6.9,Autonomous Tech,,90Ð120k
AI10116,AI Specialist,56424,USD,EN,CT,Australia,S,Australia,100,"Python, Data Visualization, Linux",PhD,1,Real Estate,19/6/2024,16/8/2024,972,6.2,Advanced Robotics,,30Ð60k
AI10164,Machine Learning Engineer,143136,USD,SE,PT,Australia,L,Australia,0,"Linux, SQL, Statistics",Associate,8,Healthcare,15/8/2024,4/10/2024,512,6.7,Advanced Robotics,,120Ð160k
AI10167,Autonomous Systems Engineer,67260,USD,MI,FT,Australia,S,Australia,100,"SQL, AWS, R, Java",Bachelor,2,Energy,10/3/2024,6/5/2024,1521,9.5,Quantum Computing Inc,,60Ð90k
AI10176,Machine Learning Researcher,78409,USD,EN,PT,Australia,L,Australia,100,"Azure, Python, TensorFlow",Master,1,Manufacturing,30/4/2025,7/6/2025,1376,5.6,Predictive Systems,,60Ð90k
AI10177,AI Architect,239663,USD,EX,CT,Australia,L,Singapore,0,"Python, TensorFlow, GCP, Kubernetes, MLOps",PhD,10,Healthcare,18/11/2024,26/12/2024,1081,9.3,DeepTech Ventures,,200Ð250k
AI10181,Deep Learning Engineer,161682,USD,SE,FL,Australia,L,Australia,100,"Tableau, SQL, PyTorch, Statistics",Associate,7,Retail,19/11/2024,9/1/2025,1513,5.6,Future Systems,,160Ð200k
AI10194,Data Engineer,105801,USD,MI,CT,Australia,M,Australia,0,"Python, Data Visualization, Git, Hadoop",Bachelor,3,Telecommunications,31/12/2024,3/3/2025,1282,5.8,Cognitive Computing,,90Ð120k
AI10245,Data Analyst,182337,USD,EX,CT,Australia,L,Australia,50,"AWS, Azure, Spark, Git",Master,14,Media,15/5/2024,11/6/2024,640,5.8,Neural Networks Co,,160Ð200k
AI10261,AI Product Manager,92044,USD,MI,FL,Australia,L,Australia,100,"Java, R, NLP, Hadoop, Computer Vision",Bachelor,4,Healthcare,18/9/2024,30/10/2024,1903,6.6,TechCorp Inc,,90Ð120k
AI10315,Computer Vision Engineer,108651,USD,MI,CT,Australia,M,Ireland,0,"Git, Docker, Tableau, Kubernetes, Mathematics",Bachelor,2,Transportation,15/1/2025,6/2/2025,1284,6.7,DataVision Ltd,,90Ð120k
AI10328,Robotics Engineer,180558,USD,EX,FL,Australia,M,Finland,0,"GCP, TensorFlow, Scala",Associate,15,Real Estate,31/1/2025,24/2/2025,2050,9,AI Innovations,,160Ð200k
AI10340,ML Ops Engineer,52101,USD,EN,FT,Australia,M,Australia,0,"Python, Docker, Scala, Data Visualization",Bachelor,0,Technology,18/1/2024,6/3/2024,959,9.5,Machine Intelligence Group,,30Ð60k
AI10403,Data Engineer,105525,USD,SE,FT,Australia,S,Australia,0,"PyTorch, Git, Computer Vision",Associate,5,Automotive,17/11/2024,11/12/2024,1687,6.5,Predictive Systems,,90Ð120k
AI10411,Autonomous Systems Engineer,77503,USD,MI,CT,Australia,S,United Kingdom,100,"MLOps, PyTorch, Python",Bachelor,2,Media,12/6/2024,12/8/2024,1659,7.1,Predictive Systems,,60Ð90k
AI10436,ML Ops Engineer,145042,USD,SE,PT,Australia,M,Australia,0,"R, PyTorch, Java",Associate,9,Automotive,3/5/2024,28/6/2024,566,8,TechCorp Inc,,120Ð160k
AI10448,Head of AI,85239,USD,EN,PT,Australia,L,Switzerland,50,"Mathematics, Python, Data Visualization, Kubernetes",Bachelor,1,Finance,2/2/2024,14/4/2024,1465,6.1,TechCorp Inc,,60Ð90k
