industry,ai_tool,adoption_rate,daily_active_users,year
Agriculture,ChatGPT,67.38,7813,2024
Agriculture,ChatGPT,21.72,4768,2024
Education,Midjourney,85.28,8883,2024
Education,Midjourney,60.55,3158,2023
Manufacturing,Bard,66.6,1775,2023
Finance,ChatGPT,99.5,5842,2024
Transportation,Midjourney,31.66,4280,2024
Technology,ChatGPT,91.38,7656,2023
Education,Midjourney,6.54,4618,2024
Retail,Midjourney,81.09,5723,2024
Technology,ChatGPT,65.27,7937,2024
Manufacturing,ChatGPT,60.38,7491,2023
Education,Midjourney,57.59,822,2024
Finance,ChatGPT,83.89,1072,2024
Education,Midjourney,47.75,7469,2023
Education,Midjourney,77.47,2344,2024
Education,ChatGPT,74.95,3934,2024
Retail,ChatGPT,93.08,171,2024
Technology,ChatGPT,41.29,6065,2024
Agriculture,ChatGPT,19.24,3733,2023
Agriculture,Bard,83.43,394,2024
Agriculture,ChatGPT,82.26,452,2024
Finance,ChatGPT,20.73,8340,2023
Retail,ChatGPT,22.45,4844,2024
Technology,Midjourney,34.69,3731,2024
Agriculture,Midjourney,40.25,1551,2024
Retail,ChatGPT,67.92,9100,2023
Technology,Midjourney,26.51,9521,2024
Agriculture,Stable Diffusion,16.64,7918,2024
Transportation,ChatGPT,75.28,9003,2023
Retail,ChatGPT,39.49,8826,2024
Manufacturing,ChatGPT,76.65,5061,2024
Education,Midjourney,89.81,8387,2023
Healthcare,ChatGPT,80.39,4688,2023
Agriculture,Stable Diffusion,31.34,4704,2024
Retail,ChatGPT,89.32,1061,2024
Healthcare,ChatGPT,24.62,2414,2023
Retail,Claude,87.03,9687,2024
Healthcare,Stable Diffusion,68.23,8358,2024
Finance,ChatGPT,46.75,143,2024
Finance,Bard,49.18,8381,2023
Agriculture,Stable Diffusion,42.34,514,2023
Education,ChatGPT,51.88,9646,2024
Education,ChatGPT,34.88,4348,2024
Agriculture,ChatGPT,50.44,1010,2024
Agriculture,Claude,49.23,5275,2023
Agriculture,ChatGPT,26.6,1694,2024
Transportation,Stable Diffusion,69.8,4607,2024
Transportation,ChatGPT,74.64,875,2024
Technology,ChatGPT,13.98,5063,2024
Finance,Midjourney,60.51,263,2024
Transportation,Midjourney,52.02,7924,2024
Education,ChatGPT,71.32,9944,2024
Finance,Stable Diffusion,72.25,3037,2023
Education,Stable Diffusion,21.41,4632,2024
Education,Midjourney,11.33,7909,2023
Manufacturing,Stable Diffusion,85.81,4430,2024
Agriculture,Stable Diffusion,13.71,427,2024
Manufacturing,ChatGPT,13.84,2332,2024
Healthcare,Stable Diffusion,80.21,1682,2023
Agriculture,Stable Diffusion,63.31,4130,2024
Transportation,Stable Diffusion,2.49,8399,2024
Education,Midjourney,51.1,4074,2023
Healthcare,Stable Diffusion,10.76,566,2024
Transportation,ChatGPT,59.28,3339,2024
Finance,Stable Diffusion,92.81,7614,2023
Manufacturing,ChatGPT,87.4,884,2023
Education,ChatGPT,71.18,6687,2023
Manufacturing,ChatGPT,94.37,7217,2023
Transportation,Midjourney,55.24,7063,2024
Technology,ChatGPT,63.87,185,2023
Education,Claude,53.13,5876,2024
Transportation,Midjourney,0.25,179,2024
Agriculture,Midjourney,23.14,4179,2023
Transportation,Stable Diffusion,46.25,3483,2024
Retail,Bard,64.46,4154,2023
Education,Midjourney,67.84,161,2024
Education,Bard,39.86,4809,2024
Technology,Bard,83.24,2367,2024
Retail,ChatGPT,25.44,9948,2023
Education,ChatGPT,10.75,8692,2024
Technology,Midjourney,36.9,9972,2024
Healthcare,ChatGPT,3.66,7473,2024
Agriculture,Stable Diffusion,52.63,643,2024
Manufacturing,Claude,29.37,3849,2024
Transportation,Midjourney,59.92,4062,2024
Healthcare,ChatGPT,50.5,2390,2023
Transportation,ChatGPT,91.11,556,2023
Education,Midjourney,17.09,6838,2024
Finance,Stable Diffusion,48.4,2443,2023
Agriculture,Bard,89.38,3462,2024
Education,ChatGPT,67.75,6312,2024
Retail,ChatGPT,13.38,3333,2024
Finance,ChatGPT,36.17,6120,2024
Manufacturing,Midjourney,31.68,6870,2024
Technology,Claude,83.71,4585,2024
Technology,Stable Diffusion,89.07,7582,2023
Manufacturing,ChatGPT,24.99,1366,2023
Education,Bard,72.57,1584,2024
Transportation,Midjourney,76.04,8702,2023
Agriculture,Bard,34.28,9884,2024
Education,ChatGPT,27.77,8058,2024
Retail,ChatGPT,9.9,9133,2024
Transportation,Midjourney,97.76,6142,2024
Education,Midjourney,70.64,5825,2024
Agriculture,Bard,20.36,4358,2024
Manufacturing,ChatGPT,8.03,8081,2024
Healthcare,ChatGPT,95.06,6756,2024
Education,Midjourney,31.36,9280,2023
Healthcare,Claude,43.89,5865,2024
Manufacturing,Bard,60.79,4588,2024
Finance,Bard,62.89,5829,2024
Finance,ChatGPT,5.42,2211,2023
Education,Midjourney,31.72,7021,2024
Education,Claude,28.06,8448,2024
Education,Stable Diffusion,17.69,5088,2024
Retail,Midjourney,47.47,4935,2023
Finance,ChatGPT,76.78,9046,2024
Healthcare,ChatGPT,13.15,7904,2024
Retail,ChatGPT,58.12,437,2024
Transportation,Stable Diffusion,18.29,2370,2023
Technology,Midjourney,15.38,5667,2024
Technology,ChatGPT,75.38,441,2023
Healthcare,ChatGPT,47.96,7930,2024
Manufacturing,ChatGPT,91.42,1362,2023
Healthcare,Claude,70.12,8204,2023
Finance,ChatGPT,8.67,4276,2024
Finance,ChatGPT,93.96,6665,2024
Agriculture,ChatGPT,24.15,6742,2024
Retail,Stable Diffusion,25.5,8111,2024
Education,Bard,55.6,8567,2024
Manufacturing,ChatGPT,16.02,9160,2024
Transportation,Stable Diffusion,87.06,2656,2024
Agriculture,Stable Diffusion,5.6,935,2024
Finance,Midjourney,41.29,3986,2023
Education,Midjourney,61.92,2704,2024
Transportation,Midjourney,50.93,8674,2024
Finance,Bard,45.79,4462,2024
Manufacturing,Stable Diffusion,89.53,8096,2024
Retail,Midjourney,23.25,7375,2024
Manufacturing,Claude,75.76,2472,2024
Healthcare,ChatGPT,71.23,5204,2024
Retail,Stable Diffusion,37.17,4498,2023
Agriculture,Midjourney,25.51,1461,2024
Manufacturing,ChatGPT,50.81,8088,2024
Education,Midjourney,47.37,8922,2024
Retail,ChatGPT,45.17,6152,2024
Education,Bard,87.23,8182,2023
Technology,Bard,27.26,4991,2024
Education,Stable Diffusion,95.01,2928,2023
Retail,Bard,41.5,5107,2024
Finance,Stable Diffusion,30.15,2861,2023
Education,Claude,51.27,5275,2024
Agriculture,Claude,10.04,3584,2024
Manufacturing,ChatGPT,48.76,770,2024
Retail,Stable Diffusion,32.76,5164,2024
Finance,Bard,74.53,2604,2023
Healthcare,Midjourney,87.66,718,2023
Retail,ChatGPT,75.63,282,2024
Transportation,Midjourney,53.93,6531,2023
Retail,ChatGPT,77.57,5439,2024
Technology,ChatGPT,50.88,3182,2024
Healthcare,Stable Diffusion,42.51,1933,2024
Transportation,Bard,3.6,2771,2024
Education,Midjourney,42.63,8146,2024
Education,ChatGPT,94.82,1127,2024
Finance,Midjourney,46.09,4952,2024
Technology,ChatGPT,27.95,7177,2024
Retail,Stable Diffusion,2.1,6992,2024
Technology,Stable Diffusion,83.16,1637,2024
Finance,Bard,45.14,9709,2024
Manufacturing,ChatGPT,87.86,944,2024
Technology,ChatGPT,44.77,9387,2024
Retail,ChatGPT,43.85,2050,2024
Healthcare,ChatGPT,43.14,1248,2024
Technology,Bard,25.12,3448,2024
Manufacturing,ChatGPT,7.14,2828,2024
Technology,Midjourney,11.19,4168,2024
Retail,ChatGPT,63.88,6869,2023
Agriculture,Midjourney,40.09,1904,2024
Education,ChatGPT,94.47,2575,2024
Healthcare,ChatGPT,65.87,132,2024
Agriculture,Bard,12.29,1740,2023
Finance,ChatGPT,7.65,4937,2024
Retail,Midjourney,7.19,5421,2024
Healthcare,Midjourney,33.59,3168,2023
Manufacturing,Stable Diffusion,38.23,2963,2024
Technology,ChatGPT,61.43,8374,2024
Agriculture,Stable Diffusion,31.28,7226,2024
Transportation,Midjourney,17.08,7283,2024
Retail,ChatGPT,45.25,4881,2024
Healthcare,Midjourney,72.71,8926,2023
Education,Midjourney,76.71,6807,2024
Healthcare,ChatGPT,80.96,7872,2024
Education,ChatGPT,66.48,8403,2024
Retail,ChatGPT,96.53,4152,2024
Agriculture,ChatGPT,36.17,6006,2023
Transportation,Stable Diffusion,63.66,5152,2024
Retail,Bard,39.15,8865,2023
Finance,Midjourney,44.92,2057,2024
Technology,Midjourney,0.78,1618,2024
Retail,ChatGPT,34.94,3402,2024
Technology,Midjourney,15.56,1603,2024
Technology,Stable Diffusion,85.64,8454,2024
Agriculture,Claude,27.54,1352,2023
Finance,Bard,30.7,9353,2023
Manufacturing,ChatGPT,27.47,4211,2024
Agriculture,Midjourney,11.46,9875,2024
Manufacturing,Stable Diffusion,18.81,8360,2024
Manufacturing,ChatGPT,10,6281,2024
Agriculture,Midjourney,32.38,249,2023
Agriculture,ChatGPT,61.3,1265,2024
Manufacturing,Midjourney,76.17,5482,2024
Transportation,Midjourney,7.34,8909,2024
Agriculture,ChatGPT,82.76,6347,2023
Manufacturing,Claude,16.93,351,2023
Education,ChatGPT,70.09,1883,2024
Healthcare,ChatGPT,9.52,1677,2024
Healthcare,Midjourney,22.39,7386,2024
Finance,Claude,84.77,951,2024
Education,ChatGPT,95.44,7162,2024
Transportation,ChatGPT,97.66,5350,2023
Transportation,Midjourney,48.1,4728,2024
Education,Midjourney,53.43,4089,2024
Education,Stable Diffusion,90.61,5275,2024
Retail,ChatGPT,8.87,533,2024
Healthcare,Stable Diffusion,70.62,9389,2023
Technology,Stable Diffusion,16.75,4773,2023
Education,ChatGPT,55.74,3100,2024
Finance,Stable Diffusion,40.16,2775,2024
Finance,Stable Diffusion,1,4536,2024
Manufacturing,ChatGPT,81.18,3702,2024
Transportation,ChatGPT,88.18,8383,2023
Retail,ChatGPT,11.5,4252,2023
Education,ChatGPT,50.59,715,2023
Transportation,Midjourney,9.64,8749,2023
Technology,Midjourney,87.33,8545,2024
Finance,Midjourney,77.94,6701,2024
Healthcare,ChatGPT,18.27,5857,2024
Education,Midjourney,72.88,875,2023
Finance,ChatGPT,52.91,2180,2024
Healthcare,ChatGPT,45.47,7239,2024
Agriculture,Midjourney,28.27,3335,2024
Transportation,ChatGPT,20.17,6836,2023
Healthcare,ChatGPT,43.31,6933,2023
Manufacturing,Midjourney,46.56,3619,2024
Finance,ChatGPT,63.96,3703,2023
Technology,ChatGPT,55.62,9191,2024
Technology,ChatGPT,40.16,3632,2024
Healthcare,Bard,4.62,250,2024
Technology,Midjourney,57.46,7264,2024
Agriculture,ChatGPT,60.29,2249,2023
Retail,ChatGPT,22.42,4296,2024
Education,ChatGPT,40.46,5186,2024
Education,Midjourney,98.45,7504,2024
Finance,ChatGPT,14.62,6637,2024
Agriculture,Stable Diffusion,19.71,6498,2024
Manufacturing,ChatGPT,70.09,1336,2024
Technology,Midjourney,42.23,219,2024
Technology,ChatGPT,5.07,5311,2024
Transportation,ChatGPT,10.77,6270,2023
Retail,ChatGPT,0.35,3283,2023
Transportation,Stable Diffusion,58.76,9554,2024
Agriculture,ChatGPT,37.49,1617,2024
Finance,Midjourney,0.29,385,2024
Technology,Stable Diffusion,34.05,8583,2024
Transportation,Midjourney,69.53,3141,2023
Retail,ChatGPT,71.4,4912,2023
Transportation,Stable Diffusion,30.43,5053,2024
Education,ChatGPT,41.44,9916,2024
Finance,ChatGPT,64.45,7337,2024
Finance,Midjourney,45.97,6332,2024
Transportation,Midjourney,63.94,368,2024
Finance,Claude,52.81,3376,2024
Healthcare,Bard,60.49,5462,2024
Healthcare,ChatGPT,85.93,6036,2024
Transportation,Midjourney,19.86,5667,2024
Transportation,Stable Diffusion,87.46,8667,2024
Healthcare,ChatGPT,35.76,4986,2023
Technology,ChatGPT,76.59,7515,2024
Agriculture,ChatGPT,36.33,7602,2024
Transportation,Stable Diffusion,64.33,6295,2024
Retail,Midjourney,84.93,8396,2023
Technology,ChatGPT,81.65,5255,2024
Education,ChatGPT,79.54,9250,2024
Finance,Stable Diffusion,87.09,527,2024
Retail,Midjourney,85.72,415,2024
Manufacturing,ChatGPT,62.21,3248,2023
Finance,ChatGPT,90.98,1356,2024
Education,Claude,45.56,9038,2024
Agriculture,ChatGPT,48.71,2362,2024
Transportation,Midjourney,63.99,6052,2024
Manufacturing,ChatGPT,78.39,4393,2023
Transportation,Claude,96.62,2856,2024
Manufacturing,Midjourney,13.51,5115,2023
Manufacturing,ChatGPT,19.14,4109,2024
Technology,Bard,72.9,9566,2024
Finance,ChatGPT,52.39,8791,2024
Retail,Stable Diffusion,13.87,875,2023
Technology,Bard,50.29,2514,2024
Healthcare,Midjourney,54.75,6916,2023
Transportation,Midjourney,16.4,4521,2024
Education,Claude,43.32,5008,2024
Manufacturing,Stable Diffusion,56.37,9407,2024
Manufacturing,ChatGPT,31.25,1922,2023
Education,ChatGPT,96.51,1296,2024
Retail,Midjourney,18.77,7584,2024
Finance,ChatGPT,3.36,2278,2024
Retail,ChatGPT,40.83,6930,2023
Retail,Midjourney,64.53,1068,2023
Healthcare,Stable Diffusion,27.23,352,2024
Technology,Claude,99.97,3118,2024
Manufacturing,Midjourney,73.34,738,2024
Agriculture,Stable Diffusion,71.41,2713,2024
Manufacturing,ChatGPT,39.89,3280,2024
Technology,Midjourney,33.71,2203,2024
Healthcare,ChatGPT,29.82,5845,2024
Finance,Bard,76.41,2809,2024
Transportation,ChatGPT,5.62,9989,2023
Agriculture,Midjourney,0.3,8599,2023
Manufacturing,Midjourney,83.37,5954,2024
Finance,Midjourney,20.94,6712,2023
Agriculture,Midjourney,94.35,8575,2024
Transportation,ChatGPT,6.43,3927,2024
Manufacturing,ChatGPT,79.87,9631,2024
Technology,ChatGPT,49.1,7238,2024
Manufacturing,ChatGPT,60.44,387,2024
Retail,ChatGPT,66.4,8963,2024
Education,ChatGPT,22.11,7500,2024
Retail,Midjourney,20.43,7146,2023
Finance,Stable Diffusion,83.41,6277,2024
Healthcare,Midjourney,37.32,7356,2023
Retail,ChatGPT,67.62,7830,2023
Transportation,ChatGPT,27.91,5347,2024
Technology,ChatGPT,45.63,9541,2024
Transportation,ChatGPT,31.28,1851,2023
Manufacturing,ChatGPT,19.04,4435,2023
Healthcare,ChatGPT,51.6,1642,2023
Transportation,ChatGPT,42.23,5164,2023
Manufacturing,ChatGPT,52.31,822,2023
Technology,Stable Diffusion,75.71,6653,2023
Agriculture,ChatGPT,54.04,8991,2024
Retail,Midjourney,31.23,295,2023
Healthcare,Midjourney,67.62,8964,2023
Retail,Midjourney,46.19,4377,2024
Manufacturing,Midjourney,38.52,8525,2024
Retail,ChatGPT,86.86,3248,2023
Agriculture,Bard,59.93,4226,2024
Agriculture,Claude,91.7,760,2024
Transportation,Bard,54.33,8551,2024
Manufacturing,ChatGPT,62.87,9509,2023
Healthcare,Midjourney,23.25,4735,2024
Finance,ChatGPT,87.78,4123,2023
Education,ChatGPT,30.25,1216,2024
Agriculture,Bard,11.91,5239,2023
Education,ChatGPT,40.47,3814,2024
Healthcare,ChatGPT,55.88,6344,2024
Transportation,Stable Diffusion,99.42,6586,2024
Manufacturing,Claude,68.68,1176,2024
Agriculture,Bard,74.67,2728,2024
Healthcare,ChatGPT,28.7,8799,2023
Retail,Midjourney,50.42,883,2024
Transportation,Bard,59.94,8515,2024
Retail,ChatGPT,40.46,5755,2023
Transportation,Midjourney,4.11,4177,2024
Agriculture,ChatGPT,85.85,3449,2023
Agriculture,Midjourney,80,5541,2024
Education,Midjourney,44.35,3152,2024
Manufacturing,Stable Diffusion,65.15,3511,2023
Education,Midjourney,47.39,2053,2024
Agriculture,Midjourney,51.29,8349,2023
Education,ChatGPT,66.23,2688,2024
Manufacturing,ChatGPT,13.24,1912,2024
Technology,ChatGPT,65.61,3081,2024
Education,Bard,88.02,3418,2023
Manufacturing,Stable Diffusion,20.86,4807,2023
Education,Stable Diffusion,64.63,8268,2024
Manufacturing,ChatGPT,50.92,5662,2023
Technology,ChatGPT,81.75,6549,2024
Finance,Midjourney,18.53,1859,2023
Finance,ChatGPT,43.39,2352,2024
Education,Midjourney,12.04,8936,2023
Education,Bard,17.95,3477,2024
Retail,Stable Diffusion,25.45,3101,2024
Technology,Midjourney,31.16,5956,2024
Finance,ChatGPT,84.82,782,2024
Agriculture,Stable Diffusion,11.75,998,2024
Transportation,Stable Diffusion,4.89,1963,2024
Transportation,Midjourney,70.71,5120,2024
Finance,Claude,84.7,6673,2024
Agriculture,Midjourney,52.66,195,2024
Retail,Midjourney,75.36,2682,2024
Retail,Midjourney,98.32,9401,2023
Education,Bard,18.74,6018,2024
Healthcare,ChatGPT,11.02,3777,2024
Manufacturing,Midjourney,43.34,7482,2024
Retail,ChatGPT,32.91,1357,2024
Technology,ChatGPT,50.54,2265,2024
Manufacturing,Bard,40.38,1326,2024
Technology,ChatGPT,14.32,8688,2023
Healthcare,ChatGPT,88.24,8726,2024
Education,ChatGPT,9.79,4853,2024
Education,ChatGPT,88.77,1528,2024
Education,ChatGPT,35.61,6862,2023
Finance,Bard,10.37,7863,2024
Manufacturing,Midjourney,13.55,4636,2024
Manufacturing,ChatGPT,37,5711,2024
Transportation,Midjourney,85.66,293,2024
Manufacturing,ChatGPT,7.42,5983,2024
Transportation,Midjourney,23.4,2883,2023
Education,Bard,95.96,3881,2024
Transportation,Stable Diffusion,2,3303,2024
Agriculture,Midjourney,11.93,6012,2024
Finance,ChatGPT,37.66,448,2024
Manufacturing,ChatGPT,15.79,8150,2024
Healthcare,ChatGPT,26.61,5471,2023
Retail,Stable Diffusion,31.01,1051,2024
Technology,Midjourney,27.14,796,2024
Healthcare,Midjourney,3.17,5675,2023
Manufacturing,ChatGPT,50.77,8523,2024
Manufacturing,Midjourney,84.08,3896,2024
Transportation,Stable Diffusion,49.06,9001,2024
Healthcare,ChatGPT,94.27,1951,2024
Finance,Midjourney,73.58,8079,2024
Technology,Midjourney,1.44,9965,2024
Retail,ChatGPT,35.26,8296,2024
Education,Midjourney,27.89,7002,2023
Manufacturing,ChatGPT,83.98,2721,2024
Education,ChatGPT,38.62,5494,2024
Healthcare,Midjourney,72.03,7700,2023
Finance,Midjourney,26.68,620,2023
Education,Stable Diffusion,91.1,9354,2024
Finance,Stable Diffusion,99.15,9707,2023
Transportation,ChatGPT,40.61,8257,2024
Finance,ChatGPT,28.64,8927,2024
Finance,Midjourney,4.5,427,2024
Agriculture,ChatGPT,60.24,6944,2024
Agriculture,Stable Diffusion,25.93,8933,2023
Agriculture,ChatGPT,51.35,9623,2023
Healthcare,Bard,2.16,1710,2024
Education,Stable Diffusion,47.24,1673,2024
Agriculture,Midjourney,6.32,1530,2024
Transportation,ChatGPT,31.76,9595,2023
Education,Stable Diffusion,96.83,3815,2024
Retail,Midjourney,44.05,2481,2023
Transportation,Stable Diffusion,69.71,3182,2024
Technology,Midjourney,69.06,1442,2024
Finance,ChatGPT,0.17,2594,2024
Healthcare,Midjourney,98.76,4243,2023
Manufacturing,Midjourney,50.65,9996,2023
Retail,ChatGPT,69.5,3274,2024
Technology,Midjourney,8.54,702,2024
Finance,Midjourney,53.1,9362,2024
Agriculture,ChatGPT,85,1093,2023
Education,Midjourney,8.19,6002,2024
Finance,ChatGPT,38.91,5314,2023
Healthcare,Midjourney,62.81,6556,2023
Education,Stable Diffusion,28.43,2299,2023
Transportation,Midjourney,43.47,4983,2024
Retail,Stable Diffusion,56.04,8884,2023
Retail,ChatGPT,40.59,5404,2023
Manufacturing,Stable Diffusion,69.16,3063,2024
Transportation,ChatGPT,42.63,6528,2023
Agriculture,Midjourney,65.57,8291,2023
Manufacturing,Stable Diffusion,38.13,6862,2024
Agriculture,ChatGPT,18.62,5149,2024
Manufacturing,Stable Diffusion,21.31,1073,2024
Transportation,Midjourney,24.54,706,2024
Technology,Midjourney,93.85,7652,2024
Retail,Bard,64.81,6764,2023
Healthcare,Midjourney,41.8,8627,2023
Retail,ChatGPT,1.42,5516,2024
Finance,ChatGPT,83.87,4264,2024
Transportation,Midjourney,53.82,4782,2024
Finance,Bard,12.3,6281,2024
Finance,ChatGPT,53.48,1987,2024
Healthcare,Stable Diffusion,91.39,2182,2024
Technology,Midjourney,57.81,9314,2024
Retail,ChatGPT,48.82,3424,2023
Agriculture,Stable Diffusion,13.56,4213,2024
Education,Midjourney,78.62,8446,2024
Education,Stable Diffusion,30.3,470,2024
Manufacturing,ChatGPT,84.18,3217,2024
Healthcare,Midjourney,4.17,4842,2023
Transportation,ChatGPT,19.53,208,2024
Transportation,Midjourney,34.92,3464,2023
Technology,Midjourney,65.75,8545,2024
Education,Midjourney,20.69,389,2024
Education,Bard,81.99,5894,2024
Transportation,Bard,5.61,4010,2024
Technology,Stable Diffusion,99.23,6364,2023
Finance,ChatGPT,29.31,6268,2023
Retail,Midjourney,91.39,8649,2024
Finance,Midjourney,67.81,2333,2024
Education,ChatGPT,66.61,7047,2024
Transportation,ChatGPT,91.43,6287,2024
Agriculture,Midjourney,82.87,8596,2024
Healthcare,Stable Diffusion,86.04,5743,2024
Retail,Bard,6.96,7858,2023
Transportation,Bard,5.93,3503,2023
Manufacturing,Stable Diffusion,65.25,242,2023
Transportation,Midjourney,40.56,4576,2024
Education,Midjourney,63.37,4946,2024
Transportation,ChatGPT,50.86,392,2024
Retail,ChatGPT,26.47,1885,2024
Agriculture,ChatGPT,99.29,8301,2023
Retail,Bard,78.64,7494,2023
Technology,Midjourney,48.15,372,2023
Education,Claude,67.33,6313,2024
Education,Stable Diffusion,61.3,1256,2024
Agriculture,ChatGPT,53.76,6021,2023
Manufacturing,Claude,22.96,8763,2023
Agriculture,ChatGPT,20.67,6470,2024
Technology,ChatGPT,46.26,314,2023
Transportation,Midjourney,39.93,3961,2024
Technology,Midjourney,80.33,4206,2024
Manufacturing,ChatGPT,24.08,9740,2023
Technology,Midjourney,99.84,6168,2024
Agriculture,Midjourney,32.33,6589,2024
Healthcare,Claude,14.48,8948,2023
Retail,Bard,88.71,3656,2024
Technology,Midjourney,23,1283,2024
Healthcare,ChatGPT,61.55,5890,2024
Finance,ChatGPT,14.45,5582,2023
Manufacturing,ChatGPT,23.85,6548,2024
Agriculture,Bard,60.31,9233,2024
Transportation,ChatGPT,24.52,1001,2024
Manufacturing,Midjourney,37.41,7435,2024
Finance,ChatGPT,54.53,8002,2023
Healthcare,Midjourney,49.91,697,2024
Healthcare,ChatGPT,81.83,159,2023
Transportation,Midjourney,87.54,9384,2024
Technology,ChatGPT,0.61,5124,2023
Technology,Stable Diffusion,36.95,9014,2023
Finance,Midjourney,8.3,1860,2024
Technology,Midjourney,85.98,3147,2024
Healthcare,ChatGPT,43.32,4651,2023
Manufacturing,Stable Diffusion,84.22,451,2023
Retail,ChatGPT,59.03,953,2023
Transportation,Stable Diffusion,60.17,1772,2024
Agriculture,ChatGPT,46.34,7235,2024
Finance,Midjourney,62.74,226,2023
Manufacturing,Midjourney,3.11,9862,2023
Retail,ChatGPT,14.63,950,2024
Transportation,Stable Diffusion,7.77,4842,2024
Manufacturing,ChatGPT,71.97,1196,2024
Healthcare,ChatGPT,21.72,1262,2024
Technology,ChatGPT,43.28,6749,2024
Transportation,ChatGPT,82.52,9418,2024
Agriculture,Midjourney,39.23,2263,2023
Transportation,Bard,72.22,9572,2023
Retail,Midjourney,99.73,6973,2024
Healthcare,Midjourney,30.9,1901,2024
Technology,Midjourney,81.81,7783,2024
Healthcare,ChatGPT,98.63,7097,2024
Agriculture,ChatGPT,27.73,9098,2024
Technology,Midjourney,13.18,7987,2024
Technology,Stable Diffusion,62.24,163,2023
Manufacturing,Midjourney,42.89,6283,2024
Transportation,Stable Diffusion,6.65,4681,2024
Technology,Bard,43.11,3105,2024
Finance,Midjourney,12.88,9531,2023
Technology,ChatGPT,54.94,8717,2024
Retail,Bard,20.63,1029,2023
Healthcare,ChatGPT,43.55,6814,2023
Technology,ChatGPT,1.53,4664,2024
Transportation,Stable Diffusion,29.15,7048,2024
Transportation,ChatGPT,87.81,9858,2023
Retail,Stable Diffusion,39.07,1660,2024
Transportation,Midjourney,51.88,9202,2024
Finance,Bard,99.79,9374,2023
Manufacturing,Midjourney,46.57,3143,2023
Technology,Stable Diffusion,35.04,4125,2024
Technology,Midjourney,94.9,1060,2024
Retail,ChatGPT,57.66,2768,2023
Technology,ChatGPT,17.56,7216,2024
Agriculture,Bard,60.4,8100,2024
Technology,Stable Diffusion,83.79,7274,2024
Healthcare,Midjourney,30.26,5470,2024
Technology,ChatGPT,96.2,1923,2023
Finance,ChatGPT,77.72,1425,2023
Education,ChatGPT,66.03,1055,2023
Healthcare,Claude,23.64,4653,2024
Manufacturing,ChatGPT,68.99,7154,2024
Education,ChatGPT,40.04,385,2024
Agriculture,Midjourney,1.45,8770,2023
Finance,Bard,86.39,7702,2023
Agriculture,Midjourney,58.07,3159,2023
Retail,ChatGPT,48.19,3363,2023
Transportation,Midjourney,48.46,7690,2023
Agriculture,Midjourney,26.13,2126,2023
Agriculture,ChatGPT,1.55,8119,2023
Technology,ChatGPT,82.25,5826,2023
Healthcare,Midjourney,24.33,551,2023
Manufacturing,Claude,40.21,8790,2024
Retail,Bard,33.4,6460,2024
Technology,ChatGPT,69.79,8572,2023
Education,Stable Diffusion,41.4,938,2023
Agriculture,Bard,27.32,7074,2024
Healthcare,Midjourney,62.8,725,2024
Transportation,ChatGPT,47.24,6115,2024
Retail,Midjourney,33.02,1988,2024
Education,ChatGPT,62.63,6925,2024
Finance,ChatGPT,40.57,1530,2024
Technology,Midjourney,51.85,3781,2024
Healthcare,Midjourney,62.77,8888,2024
Agriculture,ChatGPT,74.22,4902,2023
Technology,ChatGPT,50.22,4623,2023
Education,ChatGPT,81.81,4532,2024
Finance,Midjourney,80.4,7696,2024
Finance,ChatGPT,34.08,8596,2024
Manufacturing,ChatGPT,43.21,521,2024
Finance,ChatGPT,62.36,8442,2023
Transportation,ChatGPT,23.93,4557,2024
Retail,ChatGPT,19.45,3002,2024
Finance,Midjourney,46.1,1476,2023
Finance,ChatGPT,41.57,5592,2024
Transportation,ChatGPT,41.35,2585,2023
Healthcare,ChatGPT,78.67,2551,2024
Education,ChatGPT,21.16,7518,2023
Technology,Midjourney,79.54,2780,2024
Healthcare,Bard,75.05,3334,2024
Agriculture,Claude,23.09,9858,2023
Manufacturing,ChatGPT,48.34,1600,2024
Technology,ChatGPT,35.97,7225,2024
Retail,Midjourney,50.97,4578,2023
Education,ChatGPT,18.66,5798,2024
Healthcare,ChatGPT,5.95,7944,2024
Education,Midjourney,13.52,8905,2023
Education,ChatGPT,40.58,9518,2024
Healthcare,Midjourney,54.24,4839,2024
Retail,ChatGPT,16.14,4554,2024
Healthcare,ChatGPT,3.15,8568,2024
Education,ChatGPT,93.87,8708,2024
Technology,Midjourney,92.6,8534,2023
Technology,Bard,64.23,1470,2024
Technology,ChatGPT,97.27,3187,2023
Agriculture,ChatGPT,0.98,3722,2023
Healthcare,Stable Diffusion,45.06,2031,2024
Technology,Bard,83.21,525,2023
Retail,Stable Diffusion,45.31,4888,2024
Retail,ChatGPT,12.55,5614,2023
Agriculture,ChatGPT,80.84,8340,2023
Manufacturing,ChatGPT,97.14,8892,2024
Transportation,Claude,75.14,4910,2024
Transportation,Midjourney,98.21,9743,2024
Manufacturing,ChatGPT,45.27,1819,2023
Technology,Bard,74.83,8928,2023
Retail,Midjourney,53.7,1867,2024
Agriculture,Bard,89.12,6161,2023
Technology,ChatGPT,97.41,8323,2024
Transportation,Midjourney,12.33,7441,2023
Healthcare,ChatGPT,35.31,6678,2024
Transportation,Claude,69.23,6673,2024
Retail,ChatGPT,78.88,4877,2023
Manufacturing,ChatGPT,27.23,7606,2023
Transportation,ChatGPT,48.59,3713,2024
